description,url,localisation,prix,agence,titre,infos
"livry gargan canal. un petit nid d'amour cette jolie petite maison bien entretenue avec son agreable terrasse exposee sud sur l'arriere. entree direct dans la piece de vie avec cuisine ouverte ayant acces directement sur le jardin. 2 chambres dont une a l'etage dans les combles mais spacieuses (18m2 au sol...). salle de bains agreable, lumineuse grace a sa fenetre. jolie decoration. place de stationnement sur le terrain devant la maison. (portail coulissant electrifie). visiophone. volets roulants electriques. maison isolee de l'interieur. ideal pour debuter. reseau immobilier capifrance - votre agent commercial valerie riviere 06 78 96 61 22 - voir photos (ref.395065) sur www.capifrance.frnom du negociateur : rivierevalerie statut du negociateur : agent commercial independant",http://www.paruvendu.fr/immobilier/vente/maison/livry-gargan-93190/1205276164A1KIVHMN000,,235000,sas capi,vente maison 3 pieces 60 m2 environ a livry gargan (93190),"nombre de pieces : 3, surface : 60m, balcon / terrasse, jardin / terrain, - nombre de chambre(s) : 2, - surface du terrain : 188, - terrasse"
"sevran -les trefles- pavillon 100 m2 sur un terrain de 340 m2 situe dans le meilleur secteur de la ville. entree, double sejour avec cheminee (insert) et acces a la terrasse, grande cuisine equipee, 3 chambres avec parquet chene, salle de bains, 2 wc. sous-sol total carrele avec une hauteur de 2,25 m incluant le garage 2 voitures, une cave, une grande buanderie (possibilite cuisine d'ete) et un bureau. dependance carrelee et chauffee au fond du jardin. chauffage au gaz et fenetres pvc double vitrage pour un maximum de confort. la maison est tres bien entretenue, sans travaux a prevoir, et est excellemment bien placee, toute proche des ecoles, de la gare de sevran-livry, des commerces et du canal de l'ourcq. la maison presente l'avantage d'etre au calme, avec un grand jardin a l'arriere et sans vis-a-vis tout en disposant de toutes les commodites a pied. qu'attendez-vous pour venir la visiter ?!!! reseau immobilier capifrance - votre agent commercial laurent fernandez 06 14 95 4nom du negociateur : fernandezlaurent statut du negociateur : agent commercial independant",http://www.paruvendu.fr/immobilier/vente/maison/sevran-93270/1203698541A1KIVHMN000,,275000,sas capi,vente maison 5 pieces 99 m2 environ a sevran (93270),"nombre de pieces : 5, surface : 99m, parking / garage, balcon / terrasse, jardin / terrain, - nombre de chambre(s) : 3, - surface du terrain : 340, - terrasse, - box, emission de gaz a effet de serre : 72 kgeq/m2.an, consommation energetique : 315 kwh/m2 an"
"ravalement recent proche ttes commodites 106 m2 sur terrain 159m2 avec terrasse, entree, dressing, wc, cuisine amenagee, sejour double lumineux, cheminee avec insert, jardin 1er etage 3 chambres dont 1 avec douche, sdb, wc,nombreux placards, chauffage elect. s/sol 63m2 (garage 2 voitures) prix 270000  - tel 0139857403",http://www.paruvendu.fr/immobilier/vente/pavillon-f-5-gonesse-val-d-oise/particulier/1203788318A1KIVHMN000,,270000,annonce de particulier - gonesse (95500),vente maison 5 pieces 106 m2 carrez a gonesse (95500),"nombre de pieces : 5, surface : 106m, balcon / terrasse, jardin / terrain, - surface totale en m2 : 109, - surface loi carrez en m2 : 106, emission de gaz a effet de serre : 21 kgeq/m2.an, consommation energetique : 363 kwh/m2 an"
"chevilly-larue, quartier petite bretagne, maison d'architecte spacieuse et moderne 6 pieces de 147 m2 sur une parcelle de 367 m2. au rdc, une belle entree puis un magnifique sejour cathedrale de 46 m2 avec une cheminee agremente de trois portes fenetres. une cuisine amenagee et equipee. un cellier, un petit debarras, un wc avec un lave mains et un large garage amenage. a l'etage, vous decouvrirez une jolie mezzanine avec une vue plongeante sur le salon. puis trois belles chambres, une salle de bains avec douche vraiment tres agreable car lumineuse. de plus, vous serez surpris par son sous-sol total entierement amenage avec une grande salle de jeux, une buanderie et de nombreux rangements. le jardin finira de vous seduire. la maison est situee dans un quartier pavillonnaire recherche a 7 mn du tramway t7. a proximite du parc departemental et de la piscine. le centre ville, les commerces, les ecoles et les creches a 5 mn. acces a6 & a86. metro villejuif & rer b bourg-la-reine a 10 mn ennom du negociateur : blanchardsophie statut du negociateur : agent commercial independant",http://www.paruvendu.fr/immobilier/vente/maison/chevilly-larue-94550/1201348546A1KIVHMN000,,590000,sas capi,vente maison 6 pieces 147 m2 environ a chevilly larue (94550),"nombre de pieces : 6, surface : 147m, parking / garage, jardin / terrain, - nombre de chambre(s) : 3, - surface du terrain : 367, - box, emission de gaz a effet de serre : 18 kgeq/m2.an, consommation energetique : 128 kwh/m2 an"
"reference : se260611maisons berval vous propose un terrain pour construire cette maison : superbe terrain d'une superficie de 304m2, idealement situe entre calme et commodites. cette maison de 123 m2 composee de 4 chambres confortables dont une suite parentale, ainsi qu'un vaste sejour de 42m2 offre une belle luminosite. contactez sarah elsheikh au 06.65.02.42.60 pour faire construire votre maison de qualite. nb: le prix inclus le terrain, la maison et une provision pour frais annexes. surface habitable : 123m2. nombre de chambres : 4. nos offres de terrains sont proposees en collaboration avec nos partenaires fonciers pour des maisons dans le cadre de la loi du 10/12/1990, selon disponibilite. berval avenue de la hayette 77100 mareuil-les-meaux. prix terrain seul : 175000 euros. bien en copropriete : non",http://www.paruvendu.fr/immobilier/vente/maison/aulnay-sous-bois-93600/1203825193A1KIVHMN000,,399500,groupe mfc,vente maison 123 m2 environ a aulnay-sous-bois (93600),"nombre de pieces :, surface : 123m, jardin / terrain, - nombre de chambre(s) : 4, - surface du terrain : 304"
"reference : se260611_4maisons berval, constructeur de maisons individuelles depuis 1932 vous propose de realiser votre projet de construction sur la commune de d'aulnay-sous-bois, idealement situe entre calme et commodites.cette maison de 110 m2 composee de 3 chambres confortables dont une suite parentale et d'un vaste sejour de 47m2 offrent une belle luminosite. contactez sarah elsheikh au 06.65.02.42.60 pour faire construire votre maison de qualite. nb: le prix inclus le terrain, la maison et une provision pour frais annexes. surface habitable : 110m2. nombre de chambres : 4. nos offres de terrains sont proposees en collaboration avec nos partenaires fonciers pour des maisons dans le cadre de la loi du 10/12/1990, selon disponibilite. berval avenue de la hayette 77100 mareuil-les-meaux. prix terrain seul : 175000 euros. bien en copropriete : non",http://www.paruvendu.fr/immobilier/vente/maison/aulnay-sous-bois-93600/1203825194A1KIVHMN000,,382900,groupe mfc,vente maison 110 m2 environ a aulnay-sous-bois (93600),"nombre de pieces :, surface : 110m, jardin / terrain, - nombre de chambre(s) : 4, - surface du terrain : 304"
"reference : se261806_7maisons berval, constructeur de maisons individuelles depuis 1932 vous propose de realiser votre projet de construction sur la commune d'aulnay-sous-bois.inspiree des plus belles references de l'architecture moderne, l'alma 135 se differencie des autres maisons grace a ses volumes cubiques, son jeu d'enduits, ses grandes baies vitrees et sa terrasse reservee a la suite parentale.l'alma 135 vous offre au rez-de-chaussee un espace salon/sejour et cuisine ouverte de plus de 40m2, un bureau ainsi qu'un cellier et une vaste entree avec placard.a l'etage, une mezzanine dessert 3 chambres ainsi qu'une suite parentale avec dressing et salle de bains.contactez sarah elsheikh au 06.65.02.42.60 pour faire construire votre maison de qualite. nb: le prix inclus le terrain, la maison et une provision pour frais annexes. surface habitable : 135m2. nombre de pieces : 6. nombre de chambres : 4. nos offres de terrains sont proposees en collaboration avec nos partenaires fonciers pour des maisons dans le cadre de la loi du 10/12/1990, selon disponibilite. berval avenue de la hayette 77100 mareuil-les-meaux. prix terrain seul : 179000 euros. bien en copropriete : non",http://www.paruvendu.fr/immobilier/vente/maison/aulnay-sous-bois-93600/1203888501A1KIVHMN000,,444703,groupe mfc,vente maison 6 pieces 135 m2 environ a aulnay-sous-bois (93600),"nombre de pieces : 6, surface : 135m, balcon / terrasse, jardin / terrain, - nombre de chambre(s) : 4, - surface du terrain : 406"
"vous recherchez une maison de charme avec ses 4 chambres avec ses placards integres pour votre famille ? nous l'avons denichee a moins de 30 minutes de paris, a 1 kilometres de la gare de vitry sur seine rer c. ce fut la maison de l'architecte baiguera !!3 niveaux d'habitation de 120 m2 : 2 salles de bains, un double sejour, salle a manger. garage et encore 2 places de parking interieur. et enfin une cour arboree pour manger dehors sous le cerisier. une visite s'impose ! coup de coeur assure !honoraires : 2.1% ttc inclus. contactez votre conseiller safti : moise lamarre, tel. : 06 99 95 67 79, e-mail : moise.lamarre@safti.fr - agent commercial immatricule au rsac de creteil sous le numero 793 945 866surface terrain : 213 ma2.",http://www.paruvendu.fr/immobilier/vente/maison/a-moins-de-30-minutes-de-paris-intra-muros-proche-centre-ville-maison-meuliere-avec-son-architecture-remarquable-6-pieces-4/1203901401A1KIVHMN000,,470000,safti,vente maison 6 pieces 120 m2 environ a vitry-sur-seine (94400),"nombre de pieces : 6, surface : 120m, parking / garage, jardin / terrain, - nombre de chambre(s) : 4, - surface du terrain : 213, - balcon, - parking, emission de gaz a effet de serre : 62 kgeq/m2.an, consommation energetique : 207 kwh/m2 an"
"proche centre ville, dans un secteur calme et verdoyant, maison de 165 m2 non mitoyenne erigee sur 2 niveaux proposant : entree, belle piece de vie de 48 m2, cuisine, bibliotheque-bureau, 3 chambres, salle d'eau, suite parentale avec salle de bains. 2 studios de 20 m2 avec entrees independantes completent ce bien. buanderie. cave. 2 belles terrasses a l'abri des regards. le prix indique comprend les honoraires de negociation qui se montent a 4.21% ttc du prix affiche. dpe: 225, soit d, ges: 13, soit c. jordane desjardin, agent commercial immatricule au rsac de nanterre sous le numero 53949966500021 - a la lucarne de l'immobilier - votre contact : jordane desjardin - 06 73 69 58 66 - ref. 52133",http://www.paruvendu.fr/immobilier/prestige/maison/rueil-malmaison-92500/1199973754A1KIVHMN000,,990000,a la lucarne de l'immobilier,vente maison 6 pieces 165 m2 environ a rueil malmaison (92500),"nombre de pieces : 6, surface : 165m, - nombre de chambre(s) : 4, - surface du terrain : 612, - cave, emission de gaz a effet de serre : 13 kgeq/m2.an, consommation energetique : 225 kwh/m2 an"
"gentilly, val de marne, vous recherchez une maison bien situee a proximite de paris, venez vite decouvrir cette agreable maison du debut du 20eme siecle de 7 pieces principales sur 3 niveaux. au rez-de-chaussee, vous pouvez disposer d'un appartement independant, compose d'une chambre spacieuse avec salle d'eau, wc separe, buanderie, un bureau, un vestibule et un dressing. ideal aussi profession liberale. a l'etage, un double sejour vaste et lumineux avec son exposition ouest et sud-est et son coin bureau. la cuisine equipee est separee et grande avec son coin dinatoire. deux chambres sur cet etage au calme et de belles tailles. une salle de bain avec une tres grande baignoire et double vasque vous apportera tout le confort et les toilettes sont separees. les combles sont en grande partie amenages pour faire un bel atelier d'artiste qui s'ouvre sur une tres grande terrasse de 44 m2 avec une belle vue degagee. une piece independante a renover peut servir de 4eme chambre ou etre transformnom du negociateur : bouillonlydia statut du negociateur : agent commercial independant",http://www.paruvendu.fr/immobilier/prestige/maison/gentilly-94250/1200701795A1KIVHMN000,,850000,sas capi,vente maison 7 pieces 190 m2 environ a gentilly (94250),"nombre de pieces : 7, surface : 190m, balcon / terrasse, - nombre de chambre(s) : 4, - surface du terrain : 140, - cave, emission de gaz a effet de serre : 50 kgeq/m2.an, consommation energetique : 255 kwh/m2 an"
"reference : jdd259617_3argenteuil, dans un secteur pavillonnaire, maisons evolution vous propose un terrain avec un projet de construction d'une maison r+1 rt2012, offrant, entree, cuisine, sejour double, wc, sdb, 4 chambres et garage, le tout sur un terrain d'environs 320m2. pour de plus ample renseignement contacte jean daniel dao au 0614576236. surface habitable : 89m2. nombre de pieces : 5. nombre de chambres : 1. nos offres de terrains sont proposees en collaboration avec nos partenaires fonciers pour des maisons dans le cadre de la loi du 10/12/1990, selon disponibilite. maisons evolution 14 place de la liberte 78700 conflans-sainte-honorine. prix terrain seul : 175000 euros. bien en copropriete : non",http://www.paruvendu.fr/immobilier/vente/maison/argenteuil-95100/1203740003A1KIVHMN000,,319000,maisons evolution,vente maison 5 pieces 89 m2 environ a argenteuil (95100),"nombre de pieces : 5, surface : 89m, parking / garage, jardin / terrain, - nombre de chambre(s) : 1, - surface du terrain : 320, - box"
"belle maison recente de juillet 2007 de 130m2 sur un terrain de 450m2 situee dans le quartier de coeuilly limite villiers sur marne.maison moderne orientation plein sud constituee de deux etages.au rdc, entree avec placard portes coulissantes, toilette, grande cuisine amenagee de 13m2 environ ouverte sur triple sejour de 45m2 (possibilite de faire une chambre supplementaire) donnant des acces directs sur grande terrasse de plus de 60m2 carrelee. installation pour cheminee.a l'etage, quatre chambres d'environ 12m2 avec placards integres; toilette independant; grande salle de bain de 7m50 avec baignoire balneo, cabine de douche et double vasques; buanderie.la maison est equipee de volets roulants electriques et d'un portail electrique. le bien se trouve a moins de 10mn a pied du rer e de villiers sur marne, arret de bus a moins de 20 metres, ecoles et commerces a proximite, a 10 mn du futur metro grand paris et a 10 mn de l'autoroute a4.la maison est encore sous garantie decennale. classe energie et ges en cours.",http://www.paruvendu.fr/immobilier/vente/maison-a-champigny-sur-marne-annee-2007/particulier/1203940541A1KIVHMN000,,479000,annonce de particulier - champigny sur marne (94500),vente maison 7 pieces 130 m2 environ a champigny-sur-marne (94500),"nombre de pieces : 7, surface : 130m, balcon / terrasse, jardin / terrain"
"buzenval pasteur,ravissante maison decoree avec gout.entree,cuisine ouverte sur espace salle a manger,sejour avec cheminee de plain pied sur jardin expose sud,sans vis a vis,4/5 ch avec placards,salle de bains,salle de douche,2wc.abri de jardin,garage,place exterieure.creche,ecoles,colleges et lycees reputes a deux pas.pasteur/jules verne. une maison lumineuse et fonctionnelle.on pose ses valises! ce bien fait partie d'une copropriete ne faisant pas l'objet d'une procedure. cette copropriete comprend 0 lots au total et sa quote part de charges annuelles s'eleve a 350 euros. le prix indique comprend les honoraires de negociation qui se montent a 3.02% ttc du prix affiche. dpe: 300, soit e, ges: 25, soit d. valerie diego, agent commercial immatricule au rsac de nanterre sous le numero 48916137200029 - a la lucarne de l'immobilier - votre contact : valerie diego - 06 03 42 69 84 - ref. 54469",http://www.paruvendu.fr/immobilier/prestige/maison/rueil-malmaison-92500/1203714181A1KIVHMN000,,750000,a la lucarne de l'immobilier,vente maison 5 pieces 110 m2 environ a rueil malmaison (92500),"nombre de pieces : 5, surface : 110m, parking / garage, jardin / terrain, - nombre de chambre(s) : 4, - surface du terrain : 220, - box, emission de gaz a effet de serre : 25 kgeq/m2.an, consommation energetique : 300 kwh/m2 an"
"montmagny, a 5 minutes du centre-ville et a 10 minutes de la gare de deuil montmagny, cette maison de 2007 edifiee sur un terrain de 161m2 se compose d'une cuisine separee toute equipee, d'un double sejour expose sud-ouest avec acces terrasse/jardin ainsi que de 4 chambres aux beaux volumes a l'etage. maison nexity. honoraires de 3,28% ttc inclus. reseau immobilier capifrance - votre agent commercial johan chauprade 07 88 48 87 74 - voir photos (ref.368016) sur www.capifrance.frnom du negociateur : chaupradejohan honoraire a la charge de l'acquereur : 1 bien en copropriete : 1 nombre de lots de la copropriete : 24 procedure sur le syndicat des coproprietaires : 0 statut du negociateur : agent commercial independant",http://www.paruvendu.fr/immobilier/vente/maison/montmagny-95360/1201794708A1KIVHMN000,,305000,sas capi,vente maison 5 pieces 100 m2 environ a montmagny (95360),"nombre de pieces : 5, surface : 100m, balcon / terrasse, jardin / terrain, - nombre de chambre(s) : 4, - surface du terrain : 161, - terrasse, - box"
"exclusivite ! dans quartier tres recherche du bois de la garenne, dans petite rue en impasse, maison annee 1930 d'environ 65 m2 sur terrain 193 m2, sans vis a vis, au calme, a renover ou agrandir : ideal si vous recherchez un emplacement pour un cadre de vie paisible... a voir absolument ! contactez votre agent local isabelle hurvois a le plessis robinson agent commercial, conseiller en immobilier sas optimhome au 07 77 00 28 15 - plus d'informations sur http://www.hurvois.optimhome.com (ref. 830030061322 / 302003)nom du negociateur : hurvoisisabelle statut du negociateur : agent commercial independant",http://www.paruvendu.fr/immobilier/vente/maison/le-plessis-robinson-92350/1203953640A1KIVHMN000,,424000,optimhome,vente maison 4 pieces 72 m2 environ a le plessis robinson (92350),"nombre de pieces : 4, surface : 72m, jardin / terrain, - nombre de chambre(s) : 2, - surface du terrain : 193, emission de gaz a effet de serre : 44 kgeq/m2.an, consommation energetique : 188 kwh/m2 an"
"tres belle demeure de 150m2 habitables edifie sur un terrain de 572m2 arbore et sans vis-a-vis, elle comprend: une entree, un sejour / salle a manger de 35 m2 (pole a bois) et un acces directe a la terrasse (27m2) et au jardin, une cuisine moderniste (prestations de qualites) entierement equipee, une suite parentale chambre avec salle d'eau et un wc separe. au 1er etage : 3 belles chambres dont une 2nd suite parentale avec salle d'eau et dressing americain, une salle de bains avec wc integre. le tout sur un sous-sol totale comprenant cellier, buanderie/ chaufferie, un garage double, une cave a vin, un atelier.. a l'exterieur: un jardin, une terrasse. une dependance de 19m2 prestations: centrale aspirante dans toute la maison, volet electrique, double vitrage, alarme, portail electrique. stationnement sur allee ou exterieure, etc.. aucuns travaux a prevoir, finitions et prestations exceptionnelles ! vous cherchez une villa d'exception dans un quartier calme, situe dans une zone pavillonnaire, proche de toutes les commodites, ecoles et bus a 5 minutes a pied ! contacter moi. contactez joanna da graca au 06 67 09 98 87 honoraire a la charge de l'acquereur : non bien en copropriete : non procedure sur le syndicat des coproprietaires : non",http://www.paruvendu.fr/immobilier/vente/maison/villa-de-150m2-hab-4-chambres-suite-parentale-quartier-calme-dependance-19m2/1204945369A1KIVHMN000,,529000,bl@gents,vente maison 5 pieces 157 m2 environ a champigny-sur-marne (94500),"nombre de pieces : 5, surface : 157m, parking / garage, balcon / terrasse, jardin / terrain, - nombre de chambre(s) : 4, - terrasse, - parking, emission de gaz a effet de serre : 25 kgeq/m2.an, consommation energetique : 191 kwh/m2 an"
"centre ville de sevran, situee a 10 minutes de la gare de sevran-livry et de sevran beaudottes, grande maison semi-individuelle f6 de 126m2 de surface habitable batie sur 360m2 de terrain, ideale grande famille, elle offre un triple sejour lumineux donnant sur une grande terrasse, une grande cuisine equipee, 3 chambres l'etage, possiblite d'une 4eme chambres au rez de chaussee, une salle d'eau avec wc au rez de chaussee, une salle de bain a l'etage, un wc, un garage 2 voitures, un sous sol amenage en buanderie avec plusieurs rangements. beau jardin arbore. prix de vente 324.000 fai. honoraire a la charge de l'acquereur : non bien en copropriete : non montant moyen des charges annuelles : 0.00 euros procedure sur le syndicat des coproprietaires : non",http://www.paruvendu.fr/immobilier/vente/maison/sevran-93270/1201957113A1KIVHMN000,,298000,immoliaison,vente maison 6 pieces 126 m2 environ a sevran (93270),"nombre de pieces : 6, surface : 126m, parking / garage, balcon / terrasse, jardin / terrain, - nombre de chambre(s) : 3, - surface du terrain : 360, - parking, emission de gaz a effet de serre : 50 kgeq/m2.an, consommation energetique : 200 kwh/m2 an"
"nos honoraires : 1%, 2%, 3% !!* villa de 2007 offrant 171m2 habitables, un lumineux sejour de 48m2 et 5 chambres. belles prestations. dans un environnement privilegiant la nature, sur un vaste terrain sans vis-a-vis, belle construction offrant des possibilites d'extension. pour amateurs d'espace ou grande famille. etat neuf. votre agence 123webimmo.com.",http://www.paruvendu.fr/immobilier/prestige/maison/sucy-en-brie-94370/1203101036A1KIVHMN000,,665000,reseau 123webimmo.com,vente maison 8 pieces 171 m2 environ a sucy-en-brie (94370),"nombre de pieces : 8, surface : 171m, jardin / terrain, - nombre de chambre(s) : 5, - surface du terrain : 860, emission de gaz a effet de serre : 8 kgeq/m2.an, consommation energetique : 168 kwh/m2 an"
"villepinte -la haie bertrand- pavillon 95 m2 de 1991 dans un secteur tres apprecie. entree, double sejour avec acces a la terrasse et au jardin sans vis-a-vis, 4 chambres, cuisine equipee, salle de bains, 2 wc, garage + 2 emplacements voiture. climatisation reversible. pavillon tres fonctionnel pour une famille nombreuse, situe dans une rue tres calme et proche de toutes les commodites. produit tres interessant, a voir sans tarder !!! reseau immobilier capifrance - votre agent commercial laurent fernandez 06 14 95 49 59 - voir photos (ref.388253) sur www.capifrance.frnom du negociateur : fernandezlaurent statut du negociateur : agent commercial independant",http://www.paruvendu.fr/immobilier/vente/maison/villepinte-93420/1204216410A1KIVHMN000,,274000,sas capi,vente maison 5 pieces 97 m2 environ a villepinte (93420),"nombre de pieces : 5, surface : 97m, parking / garage, balcon / terrasse, jardin / terrain, - nombre de chambre(s) : 4, - surface du terrain : 230, - terrasse, - box, emission de gaz a effet de serre : 54 kgeq/m2.an, consommation energetique : 235 kwh/m2 an"
"verrieres le buisson, cette maison individuelle presente de grands espaces et de superbes prestations suite a extension et renovation complete en 2003, avec 190 m2 habitables sur deux niveaux ainsi quun sous-sol total fonctionnel. lespace de vie est ouvert, le salon-sejour de 52 m2 spacieux et lumineux, la cuisine separee avec coin repas est moderne et equipee, ouvrant aussi sur le jardin et la terrasse exposee au sud-est. au rez-de-chaussee, vous beneficiez aussi dun bureau et dune suite parentale avec chambre, dressing et salle deau. a letage, vous disposez de 4 belles chambres de 11-14 m2, dune magnifique salle de bains et dune vaste piece a vivre traversante de 23 m2 (salle de jeux, sports, tele, etc.). la maison est entouree dun joli jardin clos et arbore, sans aucun vis-a-vis, sur un terrain de 594 m2, au fond dune impasse dans un quartier tranquille et pavillonnaire, a proximite des ecoles, a 1,5 km du centre ville et des gares rer b-c, avec acces rapide aux grands axnom du negociateur : nobelenrobert honoraire a la charge de l'acquereur : 1 statut du negociateur : agent commercial independant",http://www.paruvendu.fr/immobilier/prestige/maison/verrieres-le-buisson-91370/1205324379A1KIVHMN000,,628000,sas capi,vente maison 9 pieces 190 m2 environ a verrieres le buisson (91370),"nombre de pieces : 9, surface : 190m, balcon / terrasse, jardin / terrain, - nombre de chambre(s) : 6, - surface du terrain : 594, - terrasse, - cave, emission de gaz a effet de serre : 20 kgeq/m2.an, consommation energetique : 317 kwh/m2 an"
"grande maison lumineuse totalement renove sur 1550 m2 entierement dans la verdure.- le salon de 41 m2 ouvre sur une grande terrasse sans aucun vis a vis - cuisine equipee double exposition- 5 / 6 chambres dont une au rez de chaussee avec sdb et une de 30 m2 - un local independant en rez-de-jardin actuellement utilise en profession liberale ou studio independant ; le cabinet et la salle d'attente peuvent devenir un tres agreable logement avec son entree ( a la fois jardin et maison) particuliere.- un double garage, combles ( 80 m2 au sol ) facilement amenageable (escalier, plancher et isolation existants)- une salle de bains, une salle de douche, 2 toilettes separees- tous les materiaux et equipements sont de grande qualite. surface 360 m2 repartie en 200m2 habitable, 80 m2 dentresol (avec studio) et 80 m2 de combles. quartier calme, situee a jouy-en-josas elle est proche de versailles , a 1 km du tunnel a86 qui mene a la defense en 15 minutes, a proximite immediate du nouveau tramwaynom du negociateur : lengaigneolivier statut du negociateur : agent commercial independant",http://www.paruvendu.fr/immobilier/prestige/maison/jouy-en-josas-78350/1203953713A1KIVHMN000,,1070000,optimhome,vente maison 8 pieces 200 m2 environ a jouy en josas (78350),"nombre de pieces : 8, surface : 200m, parking / garage, balcon / terrasse, jardin / terrain, - nombre de chambre(s) : 5, - surface du terrain : 1550, - terrasse, - box, emission de gaz a effet de serre : 49 kgeq/m2.an, consommation energetique : 213 kwh/m2 an"
"asnieres sur seine, maison non mitoyenne a fort potentiel sur 3 niveaux plus toit terrasse. usage professionnel et habitation possibles. possibilite 6 chambres, 3 grandes salles de receptions avec belles hauteurs sous plafond. plusieurs terrasses avec vue panoramique. garage et cour interieure. au rez de chaussee, un salon de de 41 m2, avec bureau attenant de 15 m2 un atelier de 25m2, une cuisine et wc. au premier 3 chambres, salle d'eau dressing et wc au 2eme magnifique salon de 55 m2 baigne de lumiere, hauteur sous plafond de 5 m environ, cuisine, 2 chambres (23 et 10m2), salle de bain et wc. surface carrez 339.27 m2 reseau immobilier capifrance - votre agent commercial victor basse 07 81 04 92 86 - voir photos (ref.386051) sur www.capifrance.frnom du negociateur : bassevictor statut du negociateur : agent commercial independant",http://www.paruvendu.fr/immobilier/prestige/maison/asnieres-sur-seine-92600/1203953858A1KIVHMN000,,1300000,sas capi,vente maison 11 pieces 339 m2 environ a asnieres sur seine (92600),"nombre de pieces : 11, surface : 339m, parking / garage, balcon / terrasse, - nombre de chambre(s) : 5, - etage : 1, - terrasse, - cave, emission de gaz a effet de serre : 40 kgeq/m2.an, consommation energetique : 162 kwh/m2 an"
"maisons alfort, quartier charentonneau, maison bourgeoise au calme sans vis a vis de 168 m2 donnant sur un patio de 53 m2 comprenant 6 pieces dont un salon sejour traversant de 40 m2, ainsi que 4 magnifiques chambres lumineuses de 14 /19 m2, a 500 m du centre ville, 3 minutes a pied des ecoles, 10 minutes du metro, 7 minutes des autoroutes a86 et a4 , alors n'hesitez pas vous aurez le coup de coeur ! honoraires 2.94% ttc a la charge de lacquereur reseau immobilier capifrance - votre agent commercial pierre russier 06 60 26 09 88 - voir photos (ref.379470) sur www.capifrance.frnom du negociateur : russierpierre honoraire a la charge de l'acquereur : 1 statut du negociateur : agent commercial independant",http://www.paruvendu.fr/immobilier/prestige/maison/maisons-alfort-94700/1203178703A1KIVHMN000,,875000,sas capi,vente maison 6 pieces 168 m2 environ a maisons alfort (94700),"nombre de pieces : 6, surface : 168m, - nombre de chambre(s) : 4, - surface du terrain : 53, - terrasse"
"maison de 97 m2, composee au rdc d'un espace sejour + cuisine de 39 m2, une salle d'eau + wc + cellier + garage integre. a l'etage, 4 chambres avec placards et une salle d'eau. maison rt 2012 equipee d'un systeme d'alarme et de telesurveillance, detecteurs de fumee et chauffage economique. beau terrain plat de 240m2 dans un quartier calme et proche de toutes les commodites prix indicatif hors assurances, hors garanties, hors peintures, hors options, hors raccordements, hors branchements et hors frais de notaire. terrain selectionne et vu pour vous sous reserve de disponibilite et au prix indique par notre partenaire foncier. visuels non contractuels. (voir details en agence).",http://www.paruvendu.fr/immobilier/vente/maison/clamart-92140/1203177021A1KIVHMN000,,421700,maisons pierre - ormesson,vente maison 5 pieces 97 m2 environ a clamart (92140),"nombre de pieces : 5, surface : 97m, parking / garage, jardin / terrain, - nombre de chambre(s) : 3, - surface du terrain : 240, - box"
"maison de 97 m2, composee au rdc d'un espace sejour + cuisine de 40 m2, une salle d'eau + wc + cellier + garage integre. a l'etage, 3 chambres et une salle de bains. maison rt 2012 equipee d'un systeme d'alarme et de telesurveillance, detecteurs de fumee et chauffage economique. beau terrain plat de 240m2 dans un quartier calme et proche de toutes les commodites prix indicatif hors assurances, hors garanties, hors peintures, hors options, hors raccordements, hors branchements et hors frais de notaire. terrain selectionne et vu pour vous sous reserve de disponibilite et au prix indique par notre partenaire foncier. visuels non contractuels. (voir details en agence).",http://www.paruvendu.fr/immobilier/vente/maison/clamart-92140/1203177022A1KIVHMN000,,423800,maisons pierre - ormesson,vente maison 5 pieces 97 m2 environ a clamart (92140),"nombre de pieces : 5, surface : 97m, parking / garage, jardin / terrain, - nombre de chambre(s) : 3, - surface du terrain : 240, - box"
