description,url,localisation,prix,agence,titre,infos
"PARIS 1ER ARRONDISSEMENT, appartement T1 22 m2 carrez, dans un quartier tres recherche, proches de toutes commodites. A deux pas du musee du Louvre, de la rue St Honore et du grand projet Samaritaine.Au 5eme etage, calme et lumineux. Grand studio de caractere avec poutres apparentes. Il de compose d'une piece a vivre avec un coin cuisine, des rangements, une grande salle de bain/WC. tres faibles charges. Les honoraires TTC sont inclus et sont a la charge de l'acquereur, soit 4,31% du prix du bien.",http://www.explorimmo.com/annonce-5639484.html,Paris 1er,235000,Capifrance,Vente studio 22 m2,"Nombre de pieces : 1, Surface : 22 m2, Exposition : Non precise, Energie : NC, GES : NC"
"Dans un immeuble pierre de taille de bon standing, a deux pas du M Palais Royal, 2 bureaux en bon etat dont 1 grand au 2eme etage avec ascenseur et double sanitaires. Disponible de suite.",http://www.explorimmo.com/annonce-5771144.html,Paris 1er,Prix NC,Consult'im,Vente divers 1 piece 49 m2,"Nombre de pieces : 1, Surface : 49 m2, Exposition : Non precise, Energie : NC, GES : NC"
"Rue de Rivoli, dans un immeuble pierre de taille d'angle avec parties communes de bon standing, bureaux situes au 5eme etage ascenseur donnant sur balcon filant avec vue degagee, se composant d'une entree/accueil desservant 5 bureaux ( modulables car cloisons amovibles), une salle de reunion, cuisine, wc avec lave-mains, local technique.Libre. Prestations : Cablage informatique;Baie de brassage;Cheminees;Interphone",http://www.explorimmo.com/annonce-5468108.html,Paris 1er,Prix NC,Consult'im,Vente divers 4 pieces 165 m2,"Nombre de pieces : 4, Surface : 165 m2, Nombre de chambres : 3, Exposition : Non precise, Energie : NC, GES : NC"
"PETIT CHAMPS - PARIS 1er Cet Appartement d'angle est situe rue des Petits Champs au 3e etage d'un bel immeuble ancien du debut du XXe siecle. Quartier proche de tous les commerces, du Palais Royal, de l'Opera, de la Place des Victoires et des metros Pyramides et Quatre Septembre. Le bien est compose d'un plan en etoile avec entree, cuisine independante entierement equipee, Sejour et salle a manger, une grande chambre parentale, salle de bains, deux chambres avec dressing, WC independant. Le bien",http://www.explorimmo.com/annonce-32427980-1.html,Paris 1er,945000,Barnes Pied-a-terre Saint-honore,Vente appartement 4 pieces 88 m2,"Nombre de pieces : 4, Surface : 88 m2, Nombre de chambres : 2, Energie : NC, GES : NC"
"PARIS 1er - SAINT HONORE / TUILERIES - Ligne directe 01 40 20 93 95 - Dans une superbe copropriete de la rue St Honore, a deux pas du LOUVRE, de la rue de RIVOLI et du jardin des TUILERIES, au 7eme etage, petit studio de 11m2 carrez (18 m2 au total) avec tout le confort necessaire, entree, piece de vie avec coin cuisine, SDE avec WC. Orientation plein sud. Vue degagee ciel et toits. Nombreux rangements possibles. Petit rafraichissement a prevoir. A visiter rapidement! Bien soumis au statut de la",http://www.explorimmo.com/annonce-4671428.html,Paris 1er,138000,Fortis Immo Paris 1 (century 21),"Vente studio 18,05 m2","Nombre de pieces : 1, Surface : 18,05 m2, Etage : 7, Energie : NC, GES : NC"
"Paris 1er - Place Dauphine. Superbe adresse pour cet immeuble donnant directement sur la Place Dauphine.Un appartement de trois pieces en, duplex, comprenant un sejour - salle a manger, une cuisine independante, deux chambres avec respectivement une salle de bains et une salle de douches.Ce bien propose une tres belle localisation au milieu de la Seine au niveau du Pont Neuf. En annexe une mezzanine de 5,81 m2 avec deux fenetres.",http://www.explorimmo.com/annonce-5910704.html,"Paris 1er,",1490000,Paris Capital,"Vente duplex 3 pieces 80,78 m2","Nombre de pieces : 3, Surface : 80,78 m2, Nombre de chambres : 2, Energie : NC, GES : NC"
"Paris 1er - Rue Saint Honore - Au dernier etage d'un immeuble XVIIeme, ce charmant duplex de 100m2, traversant sur rue et cour dispose un bel espace de sejour en double hauteur avec une mezzanine ouverte. Oriente plein sud il offre une jolie vue sur les toits de Paris. Cote rue deux chambres fermees, salle de bains et wc separe. Possibilite d'une seconde piece d'eau en mezzanine. Cuisine separee. Tres peu de vis-a-vis. Travaux de rafraichissements a prevoir. Surface Carrez : 78,80m2.",http://www.explorimmo.com/annonce-5939512.html,"Paris 1er,",915000,"Ateliers, Lofts & Associes","Vente loft 4 pieces 99,97 m2","Nombre de pieces : 4, Surface : 99,97 m2, Nombre de chambres : 3, Nombre de salles de bain : 1, Digicode : oui, Salle de bain : oui, Energie : NC, GES : NC"
"APPARTEMENT 2 CHAMBRES - PARIS 1 SAINT HONORE/RUE ROYALE - DERNIER ETAGE ASC Adresse prestigieuse entre la rue Royale et la rue Saint Honore, cet appartement est situe dans un tres bel immeuble ancien du debut du XXe siecle avec ascenseur. Au dernier etage l'appartement est traversant d'Est en Ouest et beneficie d'une belle luminosite grace aux nombreuses fenetres et velux. Le bien est compose d'une entree sur grand sejour/salle a manger avec poutre et cheminee donnant sur rue, d'une cuisine ouverte",http://www.explorimmo.com/annonce-32581890-1.html,Paris 1er,990000,Barnes Pied-a-terre Saint-honore,Vente appartement 3 pieces 96 m2,"Nombre de pieces : 3, Surface : 96 m2, Nombre de chambres : 2, Ascenseur : oui, Energie : NC, GES : NC"
"PARIS 1ER - TUILERIES / VENDOME - Ligne directe 01 40 20 93 95 - A deux pas du jardin des Tuileries, de la place Vendome, dans un immeuble de standing, au 1er etage avec ascenseur, superbe appartement de 5 pieces principales comprenant une entree avec dressing, un double salon / salle a manger, une cuisine dinatoire equipee, 3 chambres avec rangements, 2 salles de bain avec WC. 3m30 de hauteur sous plafond, beaux volumes, calme et expose plein sud. Bon etat general, parquet point de Hongrie et moulures,",http://www.explorimmo.com/annonce-5965010.html,Paris 1er,1465000,Fortis Immo Paris 1 (century 21),"Vente appartement 5 pieces 141,36 m2","Nombre de pieces : 5, Surface : 141,36 m2, Nombre de chambres : 3, Etage : 1, Energie : E (259), GES : F (61)"
"VENTE APPARTEMENT DE RECEPTION - 4 CHAMBRES - PARIS 1 - SAINT HONORE/PALAIS ROYAL Appartement de 234 m2 au 2e etage d'un bel immeuble de standing avec ascenseur. Il se compose d'une galerie d'entree desservant un salon sur rue, un grand espace a vivre cuisine/salle a manger ouvrant plein sud sur un vaste espace exterieur paysage (non privatif), 4 chambres (dont 2 avec balcons), 3 salles d'eau et un studio pouvant etre independant. Renovation totale, belle luminosite. Une cave complete ce bien.",http://www.explorimmo.com/annonce-5983126.html,Paris 1er,3600000,Barnes Saint-honore,Vente appartement 5 pieces 234 m2,"Nombre de pieces : 5, Surface : 234 m2, Nombre de chambres : 4, Nombre de salles de bain : 1, Etage : 2, Exposition : Non precise, Ascenseur : oui, Salle d'eau : oui, Salle de bain : oui, Energie : D (228), GES : NC"
"APPARTEMENT 2 CHAMBRES - PARIS 1ER - LES HALLES Dans un quartier commercant et en pleine mutation, appartement situe dans un immeuble renove. Ce bien refait de facon contemporaine comprend une entree, un salon/salle a manger, une cuisine ouverte equipee, deux chambres et une baignoire, une salle de douche. W.C. independant. Balcon. Une cave complete ce bien. Appartement a vendre - Presente par Barnes, agence immobiliere de prestige Paris 1er",http://www.explorimmo.com/annonce-5983240.html,Paris 1er,1050000,Barnes Saint-honore,Vente appartement 3 pieces 106 m2,"Nombre de pieces : 3, Surface : 106 m2, Nombre de chambres : 2, Etage : 2, Exposition : Non precise, Ascenseur : oui, Salle d'eau : oui, Energie : NC, GES : NC"
"Entre Chatelet et Pont Neuf, belle surface au 4eme etage d'un immeuble beneficiant d'un acces PMR, comprenant : une belle entree/accueil desservant un open space et quatre beaux bureaux (decloisonnables), une cuisine et sanitaires. Cablage informatique, acces securise, chauffage individuel gaz. Disponible de suite. Bail neuf 3/6/9 ans. Prestations : Cablage informatique;Ascenseur;Acces PMR;Cuisine;Digicode;Interphone;Plinthes peripheriques",http://www.explorimmo.com/annonce-6063980.html,Paris 1er,Prix NC,Consult'im,Vente divers 6 pieces 140 m2,"Nombre de pieces : 6, Surface : 140 m2, Nombre de chambres : 5, Exposition : Non precise, Energie : NC, GES : NC"
"Quartier Montorgueil, rue Etienne Marcel, au 6eme et dernier etage d'un immeuble ancien avec ascenseur, bureaux a louer de 33 m2 avec une entree accueil et un sanitaires. Disponible avril 2015. Prestations : Ascenseur;Parquet",http://www.explorimmo.com/annonce-6076766.html,Paris 1er,Prix NC,Consult'im,Vente divers 3 pieces 33 m2,"Nombre de pieces : 3, Surface : 33 m2, Nombre de chambres : 2, Exposition : Non precise, Energie : E, GES : C"
"Pres des Jardins du Palais Royal Situe a l'etage noble d'un bel immeuble XVII avec une double exposition sur rue et cour et de grandes hauteurs sous plafond (3.50 m), ce bien de 135 m2, comprend : galerie d'entree, bibliotheque, grande reception, cuisine amenagee, chambre, salle de bains, toilettes separees. Cet elegant appartement a fait l'objet d'une belle renovation avec des prestations haut de gamme, tout en conservant le charme et le cachet d'origine. Exposition Est/Ouest Cave en sous-sol",http://www.explorimmo.com/annonce-6023508.html,"Paris 1er,",1480000,Tillie Et Associes,Vente appartement 3 pieces 135 m2,"Nombre de pieces : 3, Surface : 135 m2 (loi carrez), Nombre de chambres : 1, Nombre de salles de bain : 1, Type de chauffage : Gaz, Etage : 1, Exposition : Est-Ouest, Ascenseur : oui, Cave : oui, Digicode : oui, Salle de bain : oui, Energie : D (225), GES : NC"
"Etienne Marcel 75001. ligne directe 01 53 00 98 98. Coeur de Paris et quartier pietonnier pour ce beau deux pieces. Charmant sejour avec cheminee, pierres apparantes et poutres. Cuisine US equipee ouvrant sur le sejour. Une chambre au calme sur cour. Bon etat general. Une cave. Bien soumis au statut de la copropriete. Quote-part du budget annuel: 2200 . Pas de procedure en cours. Copropriete : Nb de lots : 20 Budget previsionnel a la charge du vendeur : 1200.0 /an",http://www.explorimmo.com/annonce-6019042.html,Paris 1er,510000,Fortis Immo Paris 1 (century 21),"Vente appartement 2 pieces 51,27 m2","Nombre de pieces : 2, Surface : 51,27 m2, Nombre de chambres : 1, Etage : 4, Energie : E (300), GES : B (9)"
"Place Dauphine proche du Pont Neuf,dans un immeuble Historique du XVIIeme siecle,lappartement se trouve au 5eme etage,avec une vue degagee sur la place,compose d'un sejour avec 3 fenetres,une cuisine, une chambre avec 2 fenetres, poutres apparentes, et une salle de bains, wc separes. Vue exceptionnelle sur la place Dauphine.",http://www.explorimmo.com/annonce-29617016-1.html,"Paris 1er,",905000,Agence Dauphine Rive Gauche,Vente appartement 2 pieces 52 m2,"Nombre de pieces : 2, Surface : 52 m2, Nombre de chambres : 1, Etage : 5eme etage, Energie : NC, GES : NC"
"EXCLUSIVITE - DERNIER ETAGE - SAINT HONORE - PLACE VENDOME Cet appartement atypique est situe dans un bel immeuble ancien datant de 1780. Au dernier etage, ce bien beneficie d'une belle luminosite grace a sa triple exposition (Nord Est, Sud est et Ouest) et ses nombreuses fenetres et velux. Le bien est compose d'une entree, d'un grand sejour avec poutres, d'une kitchenette, d'une chambre, d'une salle de bains et d'un WC independant.",http://www.explorimmo.com/annonce-6237176.html,Paris 1er,740000,Barnes Pied-a-terre Saint-honore,Vente appartement 2 pieces 82 m2,"Nombre de pieces : 2, Surface : 82 m2, Nombre de chambres : 1, Nombre de salles de bain : 1, Etage : 6, Exposition : Non precise, Ascenseur : oui, Salle de bain : oui, Energie : NC, GES : NC"
"Situe au coeur de Paris, cet appartement se compose d'une entree, d'une grande piece a vivre avec cuisine ouverte et coin nuit, une salle d'eau et wc separes.",http://www.explorimmo.com/annonce-5983916.html,Paris 1er,460000,Barnes Pied-a-terre Saint-honore,Vente studio 34 m2,"Nombre de pieces : 1, Surface : 34 m2, Etage : 1, Exposition : Non precise, Salle d'eau : oui, Energie : NC, GES : NC"
"PARIS 1ER ARRONDISSEMENT, proche du Louvre, jardin du palais royal et rue St Honore, appartement en L. 4 Pieces +cuisine situe au 4eme etage/ entresol (aile gauche au dernier etage, aile droite a l'avant denier etage) dans tres bel immeuble bourgeois XVIIIeme. Situe en plein centre de Paris, exceptionnellement tres calme, tres lumineux et tres ensoleille, d'une surface de 65 m2 (64,55 m2 carrez), compose d'une entree, d'un long couloir distribuant 4 pieces avec cuisine, une salle d'eau, WC separe.",http://www.explorimmo.com/annonce-6256460.html,Paris 1er,710000,Capifrance,Vente appartement 4 pieces 65 m2,"Nombre de pieces : 4, Surface : 65 m2, Nombre de chambres : 3, Exposition : Non precise, Energie : NC, GES : NC"
"PARIS 1ER ARRONDISSEMENT, proche du Louvre, du jardin du Palais Royal et rue St Honore. Grand appartement bourgeois en L, 5 pieces, cuisine. Situe au 2eme etage dans tres bel immeuble XVIII eme. En plein centre de Paris, tres calme, tres lumineux et ensoleille, d'une surface de 83 m2 (82,40 m2 Carrez). Tres belles prestations avec 3,20 m de hauteur, 2 cheminees, fenetres de plain pied avec pour particularite: 3 pieces (aile droite de l'appartement) distribuees en enfilade (perspective exceptionnelle",http://www.explorimmo.com/annonce-6291362.html,Paris 1er,910000,Capifrance,Vente appartement 5 pieces 83 m2,"Nombre de pieces : 5, Surface : 83 m2, Nombre de chambres : 4, Etage : 2, Exposition : Non precise, Energie : NC, GES : NC"
"Saint Honore: charmant studio du 22,50m2 compose d'un sejour avec cuisine ouverte expose sud, une salle de bains avec WC et 4 caves. Vous ne pourrez qu'etre seduit par ce bien. Proximite musee du Louvre et Quais de seine. Bien soumis au statut de copropriete, 37lots,charges annuelles 1200euros",http://www.explorimmo.com/annonce-6294782.html,"Paris 1er,",235000,Nexity Paris Monge,Vente studio 22 m2,"Nombre de pieces : 1, Surface : 22 m2, Nombre de salles de bain : 1, Etage : 5, Salle de bain : oui, Energie : NC, GES : NC"
"BUREAUX A VENDRE - Au centre de Paris, proche rue Saint-Anne, bureaux d'une superficie de 19m2 compose de 2 pieces, kitchenette et wc avec douche. En bon etat. Prix de vente : 179000Contact : Mme LERNER 0685748821",http://www.explorimmo.com/annonce-6298710.html,Paris 1er,179000,P & P Partners,Vente divers 19 m2,"Nombre de pieces : Non precise, Surface : 19 m2, Type de chauffage : Chauffage electrique, Digicode : oui, Energie : NC, GES : NC"
"Saint Honore/Louvre Rivoli. Beau studio de 22m2 env. aux charges faibles ,offrant calme et luminosite au dernier etage d'une belle copropriete compose d'une grande piece a vivre avec salon et mezzanine, un coin cuisine et une salle de bains avec wc. Coquet et confortable, aux pieds de la rue St Honore et a 5 minutes a pieds du pont des arts. Pas de travaux a prevoir. Une cave accompagne ce bien. A decouvrir d'urgence.",http://www.explorimmo.com/annonce-6316300.html,"Paris 1er,",220000,Nexity Paris Republique,Vente studio 22 m2,"Nombre de pieces : 1, Surface : 22 m2, Nombre de salles de bain : 1, Etage : 7, Salle de bain : oui, Energie : NC, GES : NC"
"M Pyramide, dans un bel immeuble pierre de Taille de tres bon standing a deux pas de l'Avenue de l'Opera, bureaux d'une surface de 106 m2 au 6eme etage avec ascenseur, comprenant : une entree desservant trois bureaux et deux open spaces mansardes, un espace archives, une kitchenette et sanitaires. Disponible de suite. Prestations : Ascenseur;Gardiennage;Moquette;Cablage informatique",http://www.explorimmo.com/annonce-6325006.html,Paris 1er,Prix NC,Consult'im,Vente divers 5 pieces 106 m2,"Nombre de pieces : 5, Surface : 106 m2, Nombre de chambres : 4, Exposition : Non precise, Energie : NC, GES : NC"
"A deux pas du Louvre et des commerces , a l'etage noble (3,80 metres sous plafond), un appartement comprenant entree, sejour, 3 chambres, cuisine dinatoire, buanderie, salle de bains et wc separe. L'emplacement (hyper central), la disposition, la qualite de l'immeuble et les volumes exceptionnels sont les principales qualites de cet appartement.",http://www.explorimmo.com/annonce-32548653-1.html,Paris 1er,1170000,Agence Dauphine Rive Gauche,Vente appartement 4 pieces 96 m2,"Nombre de pieces : 4, Surface : 96 m2, Nombre de chambres : 3, Etage : 1er etage, Energie : E (231), GES : NC"
"CHATELET - 3 RUE DE LA COSSONNERIE Dans un immeuble haussmannien aux parties communes renovees de standing moderne, 4P a renover avec au 5eme etage avec asc de 94m2 avec 11 m2 de balcon traversant sur cour calme et boulevard de Sebastopol. Parquet, moulures, cheminee. Fenetres pvc double vitrage Chauffage et eau chaude individuels gaz. gardien. Taxe fonciere estimee a 1900 /an Charges environ 380/mois Prix : 895 000  Exclusivite",http://www.explorimmo.com/annonce-6363916.html,"Paris 1er,",895000,Foncia Valorisation,"Vente appartement 4 pieces 93,57 m2","Nombre de pieces : 4, Surface : 93,57 m2 (loi carrez), Nombre de chambres : 3, Nombre de salles de bain : 1, Type de chauffage : Gaz, Statut : libre, Etage : 5, Exposition : Est-Ouest, Ascenseur : oui, Balcon : oui, Cheminee : oui, Digicode : oui, Interphone : oui, Salle de bain : oui, Energie : E (247), GES : E (51)"
